"","pollster","date_start","date_median","date_end","mode","sample_size","sample_space","percent_biden","percent_trump","state_abb","state_full"
"2320","Data for Progress",2020-10-15,2020-10-16,2020-10-18,"Internet",933,"LV",47,46,"TX","Texas"
"2321","University of Texas at Tyler",2020-10-13,2020-10-16,2020-10-20,"IVR/Internet",925,"LV",48,45,"TX","Texas"
"2322","YouGov",2020-10-13,2020-10-16,2020-10-20,"Internet",1000,"LV",45,50,"TX","Texas"
"2323","Quinnipiac University",2020-10-16,2020-10-17,2020-10-19,"Live Phone",1145,"LV",47,47,"TX","Texas"
"2324","Citizen Data",2020-10-17,2020-10-18,2020-10-20,"IVR/Internet",1000,"LV",49,45,"TX","Texas"
"2325","Latino Decisions/North Star Opinion Research",2020-10-17,2020-10-21,2020-10-25,"Internet/Live Phone",758,"RV",46,49,"TX","Texas"
"2326","Siena College/The New York Times Upshot",2020-10-20,2020-10-22,2020-10-25,"Live Phone",802,"LV",43,47,"TX","Texas"
"2327","University of Massachusetts Lowell",2020-10-20,2020-10-23,2020-10-26,"Internet",873,"LV",47,48,"TX","Texas"
"2328","Data for Progress",2020-10-22,2020-10-23,2020-10-25,"Internet",1018,"LV",49,48,"TX","Texas"
"2329","Swayable",2020-10-23,2020-10-24,2020-10-26,"Internet",552,"RV",48,49,"TX","Texas"
"2330","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",8250,"LV",47,51,"TX","Texas"
"2331","Morning Consult",2020-10-22,2020-10-26,2020-10-31,"Internet",3267,"LV",48,48,"TX","Texas"
"2332","Gravis Marketing",2020-10-27,2020-10-27,2020-10-28,"IVR/Internet",670,"LV",45,50,"TX","Texas"
"2333","RMG Research",2020-10-27,2020-10-27,2020-10-28,"IVR/Internet",800,"LV",46,50,"TX","Texas"
"2334","Public Policy Polling",2020-10-28,2020-10-28,2020-10-29,"IVR",775,"V",50,48,"TX","Texas"
"2335","Data for Progress",2020-10-27,2020-10-29,2020-11-01,"Internet",926,"LV",49,48,"TX","Texas"
"2336","Emerson College",2020-10-29,2020-10-30,2020-10-31,"IVR/Internet",763,"LV",49,50,"TX","Texas"
"2337","Swayable",2020-10-27,2020-10-30,2020-11-02,"Internet",1151,"LV",47,51,"TX","Texas"
"2338","AtlasIntel",2020-10-30,2020-10-30,2020-10-31,"Internet",962,"LV",47,50,"TX","Texas"
"2339","Y2 Analytics",2019-07-31,2019-08-03,2019-08-06,"Internet",149,"RV",35,36,"UT","Utah"
"2340","RMG Research",2020-01-15,2020-01-18,2020-01-22,"Internet",1017,"RV",31,49,"UT","Utah"
"2341","RMG Research",2020-02-24,2020-02-27,2020-03-01,"Internet",1000,"RV",33,50,"UT","Utah"
"2342","Y2 Analytics",2020-03-21,2020-03-25,2020-03-30,"Internet",1266,"LV",41,46,"UT","Utah"
"2343","RMG Research",2020-04-15,2020-04-18,2020-04-21,"IVR/Internet",964,"RV",32,51,"UT","Utah"
"2344","Y2 Analytics",2020-05-09,2020-05-12,2020-05-15,"Internet",1078,"LV",38,48,"UT","Utah"
"2345","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",412,"LV",41,57,"UT","Utah"
"2346","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",1037,"LV",40,58,"UT","Utah"
"2347","RMG Research",2020-07-27,2020-07-29,2020-08-01,"IVR/Internet",1000,"RV",31,50,"UT","Utah"
"2348","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",893,"LV",41,57,"UT","Utah"
"2349","RMG Research",2020-09-07,2020-09-09,2020-09-12,"IVR/Internet",1000,"LV",35,53,"UT","Utah"
"2350","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",1192,"LV",42,56,"UT","Utah"
"2351","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",1783,"LV",44,53,"UT","Utah"
"2352","Y2 Analytics",2020-09-29,2020-10-01,2020-10-04,"Internet",1214,"LV",40,50,"UT","Utah"
"2353","RMG Research",2020-10-12,2020-10-14,2020-10-17,"IVR/Internet",1000,"LV",38,50,"UT","Utah"
"2354","Y2 Analytics",2020-10-15,2020-10-19,2020-10-24,"Internet",660,"LV",44,51,"UT","Utah"
"2355","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",1435,"LV",44,54,"UT","Utah"
"2356","Research America Inc.",2019-09-03,2019-09-09,2019-09-15,"Live Phone",882,"RV",55,38,"VA","Virginia"
"2357","Virginia Commonwealth University",2019-09-23,2019-09-28,2019-10-04,"Live Phone",645,"LV",51,46,"VA","Virginia"
"2358","Virginia Commonwealth University",2019-09-23,2019-09-28,2019-10-04,"Live Phone",731,"RV",52,44,"VA","Virginia"
"2359","Virginia Commonwealth University",2019-12-02,2019-12-07,2019-12-13,"Live Phone",728,"LV",49,46,"VA","Virginia"
"2360","Virginia Commonwealth University",2019-12-02,2019-12-07,2019-12-13,"Live Phone",770,"RV",47,46,"VA","Virginia"
"2361","Mason-Dixon Polling & Strategy",2019-12-12,2019-12-14,2019-12-16,"Live Phone",625,"RV",49,45,"VA","Virginia"
"2362","Roanoke College",2020-02-09,2020-02-13,2020-02-18,"Live Phone",520,"LV",48,40,"VA","Virginia"
"2363","Hampton University",2020-02-25,2020-02-26,2020-02-28,"Internet",768,"RV",45,38,"VA","Virginia"
"2364","Virginia Commonwealth University",2020-03-25,2020-04-01,2020-04-08,"Live Phone",663,"LV",51,41,"VA","Virginia"
"2365","Roanoke College",2020-05-03,2020-05-09,2020-05-16,"Live Phone",563,"LV",51,39,"VA","Virginia"
"2366","Morning Consult",2020-05-17,2020-05-21,2020-05-26,"Internet",1148,"LV",52,42,"VA","Virginia"
"2367","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",1619,"LV",57,42,"VA","Virginia"
"2368","Virginia Commonwealth University",2020-07-11,2020-07-15,2020-07-19,"Live Phone",725,"LV",50,39,"VA","Virginia"
"2369","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",3178,"LV",55,43,"VA","Virginia"
"2370","Morning Consult",2020-07-17,2020-07-21,2020-07-26,"Internet",1156,"LV",52,41,"VA","Virginia"
"2371","Roanoke College",2020-08-09,2020-08-15,2020-08-22,"Live Phone",566,"LV",53,39,"VA","Virginia"
"2372","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",2626,"LV",57,41,"VA","Virginia"
"2373","Virginia Commonwealth University",2020-08-28,2020-09-02,2020-09-07,"Live Phone",693,"LV",53,39,"VA","Virginia"
"2374","Christopher Newport University",2020-09-09,2020-09-15,2020-09-21,"Live Phone",796,"LV",48,43,"VA","Virginia"
"2375","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",2882,"LV",56,42,"VA","Virginia"
"2376","Cygnal",2020-09-22,2020-09-23,2020-09-25,"IVR",600,"LV",52,41,"VA","Virginia"
"2377","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",4248,"LV",55,43,"VA","Virginia"
"2378","Reconnect Research/Roanoke College",2020-09-30,2020-10-06,2020-10-12,"IVR",602,"LV",53,38,"VA","Virginia"
"2379","Cygnal",2020-10-09,2020-10-10,2020-10-11,"IVR",607,"LV",51,42,"VA","Virginia"
"2380","Civiqs",2020-10-11,2020-10-12,2020-10-14,"Internet",1231,"LV",55,42,"VA","Virginia"
"2381","The Washington Post/George Mason University",2020-10-13,2020-10-16,2020-10-19,"Live Phone",908,"LV",52,41,"VA","Virginia"
"2382","Virginia Commonwealth University",2020-10-13,2020-10-17,2020-10-22,"Live Phone",709,"LV",51,39,"VA","Virginia"
"2383","Christopher Newport University",2020-10-15,2020-10-21,2020-10-27,"Live Phone",908,"LV",53,41,"VA","Virginia"
"2384","Swayable",2020-10-23,2020-10-24,2020-10-26,"Internet",351,"RV",55,44,"VA","Virginia"
"2385","Roanoke College",2020-10-23,2020-10-26,2020-10-29,"Live Phone",802,"LV",53,42,"VA","Virginia"
"2386","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",4145,"LV",57,41,"VA","Virginia"
"2387","Data for Progress",2020-10-27,2020-10-29,2020-11-01,"Internet",690,"LV",54,43,"VA","Virginia"
"2388","Swayable",2020-10-27,2020-10-29,2020-11-01,"Internet",467,"LV",56,41,"VA","Virginia"
"2389","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",113,"LV",75,20,"VT","Vermont"
"2390","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",368,"LV",71,27,"VT","Vermont"
"2391","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",236,"LV",70,29,"VT","Vermont"
"2392","Braun Research",2020-09-03,2020-09-09,2020-09-15,"Live Phone",586,"LV",56,32,"VT","Vermont"
"2393","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",427,"LV",64,34,"VT","Vermont"
"2394","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",557,"LV",65,33,"VT","Vermont"
"2395","co/efficient",2020-10-19,2020-10-19,2020-10-20,"IVR",584,"LV",62,32,"VT","Vermont"
"2396","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",719,"LV",71,26,"VT","Vermont"
"2397","Zogby Analytics",2019-07-22,2019-07-27,2019-08-01,"Internet",1265,"LV",52,31,"WA","Washington"
"2398","Public Policy Polling",2019-10-22,2019-10-22,2019-10-23,"IVR",900,"LV",59,37,"WA","Washington"
"2399","SurveyUSA",2020-03-04,2020-03-05,2020-03-06,"Internet",992,"RV",57,34,"WA","Washington"
"2400","EMC Research",2020-03-31,2020-04-03,2020-04-06,"Internet",473,"RV",52,39,"WA","Washington"
"2401","SurveyUSA",2020-05-16,2020-05-17,2020-05-19,"Internet",530,"LV",57,31,"WA","Washington"
"2402","Public Policy Polling",2020-05-19,2020-05-19,2020-05-20,"IVR",1070,"LV",59,37,"WA","Washington"
"2403","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",3939,"LV",62,37,"WA","Washington"
"2404","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",7691,"LV",62,37,"WA","Washington"
"2405","SurveyUSA",2020-07-22,2020-07-24,2020-07-27,"Internet",534,"LV",62,28,"WA","Washington"
"2406","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",7489,"LV",61,37,"WA","Washington"
"2407","Strategies 360",2020-09-08,2020-09-11,2020-09-14,"Live Phone",501,"RV",58,36,"WA","Washington"
"2408","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",7953,"LV",64,35,"WA","Washington"
"2409","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",7731,"LV",61,37,"WA","Washington"
"2410","SurveyUSA",2020-10-08,2020-10-10,2020-10-12,"Internet",591,"LV",55,34,"WA","Washington"
"2411","Public Policy Polling",2020-10-14,2020-10-14,2020-10-15,"IVR",610,"LV",60,37,"WA","Washington"
"2412","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",3666,"LV",62,36,"WA","Washington"
"2413","Swayable",2020-10-23,2020-10-27,2020-11-01,"Internet",489,"LV",59,39,"WA","Washington"
"2414","Emerson College",2019-03-15,2019-03-16,2019-03-17,"IVR/Internet",775,"RV",51,44,"WI","Wisconsin"
"2415","Firehouse Strategies/Øptimus",2019-03-19,2019-03-20,2019-03-21,"Internet",616,"LV",53,40,"WI","Wisconsin"
"2416","Zogby Analytics",2019-04-15,2019-04-16,2019-04-18,"Internet",802,"LV",50,40,"WI","Wisconsin"
"2417","WPA Intelligence",2019-04-27,2019-04-28,2019-04-30,"Live Phone",200,"LV",42,46,"WI","Wisconsin"
"2418","Firehouse Strategies/Øptimus",2019-06-11,2019-06-12,2019-06-13,"Internet",535,"LV",46,40,"WI","Wisconsin"
"2419","Marquette Law School",2019-08-25,2019-08-27,2019-08-29,"Live Phone",672,"LV",51,44,"WI","Wisconsin"
"2420","Marquette Law School",2019-08-25,2019-08-27,2019-08-29,"Live Phone",800,"RV",51,42,"WI","Wisconsin"
"2421","Firehouse Strategies/Øptimus",2019-09-07,2019-09-08,2019-09-09,"Internet",534,"LV",44,42,"WI","Wisconsin"
"2422","Fox News",2019-09-29,2019-09-30,2019-10-02,"Live Phone",1512,"RV",48,39,"WI","Wisconsin"
"2423","Marquette Law School",2019-10-13,2019-10-15,2019-10-17,"Live Phone",657,"LV",51,44,"WI","Wisconsin"
"2424","Marquette Law School",2019-10-13,2019-10-15,2019-10-17,"Live Phone",799,"RV",50,44,"WI","Wisconsin"
"2425","Siena College/The New York Times Upshot",2019-10-13,2019-10-19,2019-10-26,"Live Phone",651,"LV",46,44,"WI","Wisconsin"
"2426","Siena College/The New York Times Upshot",2019-10-13,2019-10-19,2019-10-26,"Live Phone",651,"RV",47,43,"WI","Wisconsin"
"2427","Marquette Law School",2019-11-13,2019-11-15,2019-11-17,"Live Phone",685,"LV",45,48,"WI","Wisconsin"
"2428","Marquette Law School",2019-11-13,2019-11-15,2019-11-17,"Live Phone",801,"RV",44,47,"WI","Wisconsin"
"2429","Firehouse Strategies/Øptimus",2019-12-03,2019-12-04,2019-12-05,"Internet",610,"LV",39,48,"WI","Wisconsin"
"2430","Marquette Law School",2019-12-03,2019-12-05,2019-12-08,"Live Phone",652,"LV",49,47,"WI","Wisconsin"
"2431","Marquette Law School",2019-12-03,2019-12-05,2019-12-08,"Live Phone",800,"RV",47,46,"WI","Wisconsin"
"2432","Fox News",2020-01-05,2020-01-06,2020-01-08,"Live Phone",1504,"RV",46,41,"WI","Wisconsin"
"2433","Marquette Law School",2020-01-08,2020-01-10,2020-01-12,"Live Phone",701,"LV",48,47,"WI","Wisconsin"
"2434","Marquette Law School",2020-01-08,2020-01-10,2020-01-12,"Live Phone",800,"RV",49,45,"WI","Wisconsin"
"2435","Tarrance Group",2020-01-14,2020-01-15,2020-01-16,"Live Phone",500,"LV",47,46,"WI","Wisconsin"
"2436","Expedition Strategies",2020-02-06,2020-02-12,2020-02-18,"Internet",500,"RV",42,44,"WI","Wisconsin"
"2437","Quinnipiac University",2020-02-12,2020-02-15,2020-02-18,"Live Phone",823,"RV",42,49,"WI","Wisconsin"
"2438","YouGov",2020-02-11,2020-02-15,2020-02-20,"Internet",936,"RV",45,43,"WI","Wisconsin"
"2439","Marquette Law School",2020-02-19,2020-02-21,2020-02-23,"Live Phone",686,"LV",48,47,"WI","Wisconsin"
"2440","Marquette Law School",2020-02-19,2020-02-21,2020-02-23,"Live Phone",1000,"RV",46,46,"WI","Wisconsin"
"2441","Firehouse Strategies/Øptimus",2020-03-05,2020-03-06,2020-03-07,"Internet",502,"LV",43,45,"WI","Wisconsin"
"2442","YouGov",2020-03-06,2020-03-07,2020-03-08,"Internet",459,"RV",44,42,"WI","Wisconsin"
"2443","Public Policy Polling",2020-03-10,2020-03-10,2020-03-11,"IVR",1727,"V",48,45,"WI","Wisconsin"
"2444","Hodas & Associates",2020-03-17,2020-03-18,2020-03-19,"Live Phone",600,"LV",47,49,"WI","Wisconsin"
"2445","Baldwin Wallace University/Oakland University/Ohio Northern University",2020-03-17,2020-03-21,2020-03-25,"Internet",822,"RV",45,45,"WI","Wisconsin"
"2446","Marquette Law School",2020-03-24,2020-03-26,2020-03-29,"Live Phone",556,"LV",50,44,"WI","Wisconsin"
"2447","Marquette Law School",2020-03-24,2020-03-26,2020-03-29,"Live Phone",813,"RV",48,45,"WI","Wisconsin"
"2448","Hart Research Associates",2020-04-06,2020-04-07,2020-04-08,"Internet",301,"LV",48,47,"WI","Wisconsin"
"2449","Hodas & Associates",2020-04-13,2020-04-14,2020-04-15,"Live Phone",600,"LV",50,46,"WI","Wisconsin"
"2450","Ipsos",2020-04-15,2020-04-17,2020-04-20,"Internet",645,"RV",43,40,"WI","Wisconsin"
"2451","Public Policy Polling",2020-04-20,2020-04-20,2020-04-21,"IVR",1415,"V",50,45,"WI","Wisconsin"
"2452","Marquette Law School",2020-05-03,2020-05-05,2020-05-07,"Live Phone",650,"LV",49,45,"WI","Wisconsin"
"2453","Marquette Law School",2020-05-03,2020-05-05,2020-05-07,"Live Phone",811,"RV",46,43,"WI","Wisconsin"
"2454","Hodas & Associates",2020-05-06,2020-05-07,2020-05-08,"Live Phone",600,"LV",52,42,"WI","Wisconsin"
"2455","Redfield & Wilton Strategies",2020-05-10,2020-05-12,2020-05-14,"Internet",875,"LV",48,38,"WI","Wisconsin"
"2456","Morning Consult",2020-05-17,2020-05-21,2020-05-26,"Internet",740,"LV",49,44,"WI","Wisconsin"
"2457","Change Research",2020-05-29,2020-05-30,2020-05-31,"Internet",382,"LV",45,45,"WI","Wisconsin"
"2458","Fox News",2020-05-30,2020-05-31,2020-06-02,"Live Phone",801,"RV",49,40,"WI","Wisconsin"
"2459","Siena College/The New York Times Upshot",2020-06-08,2020-06-11,2020-06-15,"Live Phone",655,"RV",49,38,"WI","Wisconsin"
"2460","Change Research",2020-06-12,2020-06-13,2020-06-14,"Internet",231,"LV",48,44,"WI","Wisconsin"
"2461","Hodas & Associates",2020-06-12,2020-06-14,2020-06-16,"Live Phone",600,"LV",55,39,"WI","Wisconsin"
"2462","Marquette Law School",2020-06-14,2020-06-16,2020-06-18,"Live Phone",686,"LV",52,44,"WI","Wisconsin"
"2463","Marquette Law School",2020-06-14,2020-06-16,2020-06-18,"Live Phone",805,"RV",51,42,"WI","Wisconsin"
"2464","Redfield & Wilton Strategies",2020-06-14,2020-06-16,2020-06-19,"Internet",846,"LV",45,36,"WI","Wisconsin"
"2465","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",813,"LV",51,47,"WI","Wisconsin"
"2466","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",1968,"RV",52,46,"WI","Wisconsin"
"2467","Ogden & Fry",2020-06-20,2020-06-22,2020-06-24,"IVR",825,"LV",45,44,"WI","Wisconsin"
"2468","Trafalgar Group",2020-06-23,2020-06-24,2020-06-25,"IVR",1021,"LV",45,46,"WI","Wisconsin"
"2469","Change Research",2020-06-26,2020-06-27,2020-06-28,"Internet",502,"LV",51,43,"WI","Wisconsin"
"2470","Change Research",2020-07-10,2020-07-11,2020-07-12,"Internet",601,"LV",48,42,"WI","Wisconsin"
"2471","Global Strategy Group",2020-07-11,2020-07-14,2020-07-17,"Internet",600,"LV",51,42,"WI","Wisconsin"
"2472","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",2173,"LV",50,48,"WI","Wisconsin"
"2473","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",306,"RV",50,47,"WI","Wisconsin"
"2474","Morning Consult",2020-07-17,2020-07-21,2020-07-26,"Internet",809,"LV",50,43,"WI","Wisconsin"
"2475","Redfield & Wilton Strategies",2020-07-19,2020-07-21,2020-07-24,"Internet",742,"LV",45,35,"WI","Wisconsin"
"2476","Gravis Marketing",2020-07-22,2020-07-22,2020-07-22,"IVR/Internet",796,"LV",50,42,"WI","Wisconsin"
"2477","Hodas & Associates",2020-07-22,2020-07-24,2020-07-27,"Live Phone",600,"LV",52,38,"WI","Wisconsin"
"2478","Change Research",2020-07-24,2020-07-25,2020-07-26,"Internet",392,"LV",48,43,"WI","Wisconsin"
"2479","YouGov",2020-07-27,2020-08-01,2020-08-06,"Internet",734,"RV",49,43,"WI","Wisconsin"
"2480","Pulse Opinion Research",2020-08-05,2020-08-05,2020-08-06,"IVR/Internet",750,"LV",55,43,"WI","Wisconsin"
"2481","YouGov",2020-08-04,2020-08-05,2020-08-07,"Internet",994,"LV",48,42,"WI","Wisconsin"
"2482","Marquette Law School",2020-08-04,2020-08-06,2020-08-09,"Live Phone",694,"RV",50,46,"WI","Wisconsin"
"2483","Change Research",2020-08-07,2020-08-08,2020-08-09,"Internet",384,"LV",47,43,"WI","Wisconsin"
"2484","Morning Consult",2020-08-07,2020-08-11,2020-08-16,"Internet",788,"LV",49,43,"WI","Wisconsin"
"2485","Civiqs",2020-08-13,2020-08-15,2020-08-17,"Internet",754,"RV",51,45,"WI","Wisconsin"
"2486","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",1913,"LV",48,49,"WI","Wisconsin"
"2487","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",2409,"RV",48,49,"WI","Wisconsin"
"2488","Redfield & Wilton Strategies",2020-08-16,2020-08-17,2020-08-19,"Internet",672,"LV",49,39,"WI","Wisconsin"
"2489","Hodas & Associates",2020-08-17,2020-08-18,2020-08-20,"Live Phone",600,"LV",52,44,"WI","Wisconsin"
"2490","Trafalgar Group",2020-08-14,2020-08-18,2020-08-23,"IVR",1011,"LV",45,46,"WI","Wisconsin"
"2491","Change Research",2020-08-21,2020-08-22,2020-08-23,"Internet",925,"LV",49,44,"WI","Wisconsin"
"2492","Opinium",2020-08-21,2020-08-24,2020-08-28,"Internet",700,"LV",53,40,"WI","Wisconsin"
"2493","Fox News",2020-08-29,2020-08-30,2020-09-01,"Live Phone",801,"LV",50,42,"WI","Wisconsin"
"2494","Marquette Law School",2020-08-30,2020-09-01,2020-09-03,"Live Phone",688,"LV",48,44,"WI","Wisconsin"
"2495","Rasmussen Reports/Pulse Opinion Research",2020-09-01,2020-09-01,2020-09-02,"IVR/Internet",1000,"LV",53,45,"WI","Wisconsin"
"2496","Redfield & Wilton Strategies",2020-08-30,2020-09-01,2020-09-04,"Internet",670,"LV",50,41,"WI","Wisconsin"
"2497","Benenson Strategy Group/GS Strategy Group",2020-08-28,2020-09-02,2020-09-08,"Internet",1200,"LV",50,45,"WI","Wisconsin"
"2498","Morning Consult",2020-08-29,2020-09-02,2020-09-07,"Internet",791,"LV",51,43,"WI","Wisconsin"
"2499","YouGov",2020-09-02,2020-09-03,2020-09-04,"Internet",978,"LV",50,44,"WI","Wisconsin"
"2500","Change Research",2020-09-04,2020-09-05,2020-09-06,"Internet",501,"LV",50,44,"WI","Wisconsin"
"2501","Emerson College",2020-09-06,2020-09-07,2020-09-08,"IVR/Internet",823,"LV",51,45,"WI","Wisconsin"
"2502","Siena College/The New York Times Upshot",2020-09-08,2020-09-09,2020-09-10,"Live Phone",760,"LV",48,43,"WI","Wisconsin"
"2503","Morning Consult",2020-09-05,2020-09-09,2020-09-14,"Internet",809,"LV",51,42,"WI","Wisconsin"
"2504","ABC News/The Washington Post",2020-09-08,2020-09-10,2020-09-13,"Live Phone",605,"LV",52,46,"WI","Wisconsin"
"2505","CNN/SSRS",2020-09-09,2020-09-11,2020-09-13,"Live Phone",816,"LV",52,42,"WI","Wisconsin"
"2506","SurveyMonkey",2020-09-01,2020-09-11,2020-09-21,"Internet",2366,"RV",51,46,"WI","Wisconsin"
"2507","Civiqs",2020-09-11,2020-09-13,2020-09-15,"Internet",704,"RV",51,44,"WI","Wisconsin"
"2508","Ipsos",2020-09-11,2020-09-13,2020-09-16,"Internet",609,"LV",48,43,"WI","Wisconsin"
"2509","Redfield & Wilton Strategies",2020-09-12,2020-09-14,2020-09-16,"Internet",636,"LV",47,41,"WI","Wisconsin"
"2510","Baldwin Wallace University (Great Lakes Poll)",2020-09-08,2020-09-15,2020-09-22,"Internet",863,"LV",50,41,"WI","Wisconsin"
"2511","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",3806,"LV",53,44,"WI","Wisconsin"
"2512","YouGov",2020-09-10,2020-09-15,2020-09-21,"Internet",664,"LV",50,46,"WI","Wisconsin"
"2513","Hart Research Associates",2020-09-17,2020-09-18,2020-09-19,"Internet",400,"LV",51,44,"WI","Wisconsin"
"2514","Change Research",2020-09-18,2020-09-19,2020-09-20,"Internet",571,"LV",51,42,"WI","Wisconsin"
"2515","Marist College",2020-09-20,2020-09-22,2020-09-24,"Live Phone",727,"LV",54,44,"WI","Wisconsin"
"2516","Trafalgar Group",2020-09-22,2020-09-23,2020-09-25,"IVR",1189,"LV",48,45,"WI","Wisconsin"
"2517","Susquehanna Polling & Research Inc.",2020-09-23,2020-09-24,2020-09-26,"Live Phone",500,"LV",48,46,"WI","Wisconsin"
"2518","Redfield & Wilton Strategies",2020-09-23,2020-09-25,2020-09-27,"Internet",663,"LV",48,43,"WI","Wisconsin"
"2519","RMG Research",2020-09-24,2020-09-25,2020-09-26,"IVR/Internet",752,"LV",51,45,"WI","Wisconsin"
